#hg19.ensGene.name	hg19.ensGene.chrom	hg19.ensGene.strand	hg19.ensGene.txStart	hg19.ensGene.txEnd	hg19.ensGene.cdsStart	hg19.ensGene.cdsEnd	hg19.ensGene.exonCount	hg19.ensGene.exonStarts	hg19.ensGene.exonEnds	hg19.ensemblToGeneName.value
ENST00000351097	chr21	+	17102343	17251230	17102712	17250794	11	17102343,17135209,17138315,17150222,17163820,17172075,17177439,17242386,17246721,17250114,17250621,	17102757,17135287,17138460,17150346,17163983,17172162,17177577,17242466,17246845,17250310,17251230,	USP25
ENST00000285679	chr21	+	17102343	17251230	17102712	17250794	24	17102343,17135209,17138315,17150222,17163820,17172075,17177439,17181127,17183455,17191016,17196357,17197284,17198522,17199295,17202849,17203719,17205666,17214716,17236586,17238584,17242386,17246721,17250114,17250621,	17102757,17135287,17138460,17150346,17163983,17172162,17177577,17181204,17183529,17191165,17196485,17197380,17198684,17199522,17202920,17203948,17205867,17214859,17236765,17238663,17242466,17246845,17250310,17251230,	USP25
ENST00000400183	chr21	+	17102495	17252377	17102712	17250794	26	17102495,17135209,17138315,17150222,17163820,17172075,17177439,17181127,17183455,17191016,17196357,17197284,17198522,17199295,17202849,17203719,17205666,17214716,17219981,17222095,17236586,17238584,17242386,17246721,17250114,17250621,	17102757,17135287,17138460,17150346,17163983,17172162,17177577,17181204,17183529,17191165,17196485,17197380,17198684,17199522,17202920,17203948,17205867,17214859,17220095,17222191,17236765,17238663,17242466,17246845,17250310,17252377,	USP25
ENST00000549362	chr21	+	17145574	17191048	17191048	17191048	6	17145574,17150222,17163820,17172075,17177439,17191016,	17145636,17150346,17163983,17172162,17177577,17191048,	USP25
ENST00000547201	chr21	+	17145574	17191048	17191048	17191048	8	17145574,17150222,17163820,17172075,17177439,17181127,17183455,17191016,	17145636,17150346,17163983,17172162,17177577,17181204,17183529,17191048,	USP25
ENST00000441820	chr21	+	17909600	17979569	17979569	17979569	3	17909600,17966659,17979313,	17909759,17966774,17979569,	LINC00478
ENST00000602280	chr21	+	17909662	17999716	17999716	17999716	4	17909662,17966659,17979313,17999495,	17909759,17966774,17979407,17999716,	LINC00478
ENST00000430815	chr21	-	19135631	19164840	19164840	19164840	5	19135631,19136077,19139902,19159344,19164793,	19135904,19136178,19140015,19159527,19164840,	C21orf91-OT1
ENST00000400128	chr21	+	19273579	19639690	19628869	19638355	7	19273579,19289536,19628825,19629286,19632516,19635107,19638270,	19273741,19289717,19629135,19629444,19632603,19635210,19639690,	CHODL
ENST00000400127	chr21	+	19289656	19639690	19628869	19638355	7	19289656,19400189,19628825,19629286,19632516,19635107,19638270,	19289717,19400289,19629135,19629444,19632603,19635210,19639690,	CHODL
ENST00000400135	chr21	+	19289656	19639690	19628869	19638470	6	19289656,19400189,19628825,19629286,19632516,19638270,	19289717,19400289,19629135,19629444,19632603,19639690,	CHODL
ENST00000400131	chr21	+	19289656	19639690	19628869	19638470	5	19289656,19628825,19629286,19632516,19638270,	19289717,19629135,19629444,19632603,19639690,	CHODL
ENST00000432412	chr21	-	19394686	19487222	19487222	19487222	5	19394686,19396996,19406837,19472250,19487084,	19394759,19397067,19406947,19472336,19487222,	AP000998.2
ENST00000284885	chr21	-	19641432	19775973	19642285	19775939	25	19641432,19647513,19651280,19653356,19666586,19666919,19670050,19685261,19687462,19698748,19701485,19704400,19713729,19715822,19716271,19725219,19726039,19732073,19737456,19744509,19751599,19755943,19770195,19770515,19775794,	19642441,19647653,19651376,19653538,19666761,19666969,19670146,19685394,19687573,19698889,19701611,19704490,19713865,19715973,19716377,19725369,19726180,19732180,19737565,19744641,19751635,19756095,19770263,19770646,19775973,	TMPRSS15
ENST00000422787	chr21	-	19737456	19858197	19737456	19858126	8	19737456,19744509,19751599,19752856,19755943,19770195,19770515,19858116,	19737565,19744641,19751635,19752901,19756095,19770263,19770646,19858197,	TMPRSS15
ENST00000474775	chr21	-	19737557	19833049	19737557	19744516	4	19737557,19744509,19755943,19832889,	19737565,19744641,19756095,19833049,	TMPRSS15
ENST00000437492	chr21	-	19933582	20132321	20132321	20132321	4	19933582,19961844,20110241,20132091,	19934009,19961938,20110343,20132321,	AL109763.2
ENST00000355189	chr21	-	19933932	20132122	20132122	20132122	5	19933932,19961844,20110241,20125065,20132091,	19934009,19961938,20110343,20125434,20132122,	AL109763.2
ENST00000414582	chr21	-	19984379	20125346	20125346	20125346	3	19984379,20110241,20125065,	19984611,20110343,20125346,	AL109763.2
ENST00000416768	chr21	-	22114907	22175381	22175381	22175381	7	22114907,22150735,22153666,22153887,22154624,22158353,22175312,	22116151,22150865,22153792,22153979,22154760,22158406,22175381,	LINC00320
ENST00000437238	chr21	-	22114912	22175416	22175416	22175416	8	22114912,22150735,22150960,22153666,22153887,22154624,22158353,22175312,	22116151,22150865,22151080,22153792,22153979,22154764,22158406,22175416,	LINC00320
ENST00000435279	chr21	-	22115238	22175534	22175534	22175534	7	22115238,22150735,22153666,22153887,22154567,22158353,22175312,	22116151,22150865,22153792,22153979,22154764,22158406,22175534,	LINC00320
ENST00000452561	chr21	-	22115238	22175388	22175388	22175388	8	22115238,22129628,22150735,22150960,22153666,22153887,22154567,22175312,	22116151,22129735,22150865,22151080,22153792,22153979,22154764,22175388,	LINC00320
ENST00000419299	chr21	-	22116056	22175404	22175404	22175404	7	22116056,22150735,22150960,22153666,22153887,22154624,22175312,	22116151,22150865,22151114,22153792,22153979,22154764,22175404,	LINC00320
ENST00000400546	chr21	+	22370632	22915650	22370881	22910278	18	22370632,22652897,22656513,22658588,22664423,22696702,22707824,22710708,22746182,22782593,22790792,22804427,22838926,22840982,22849611,22881171,22906857,22910166,	22370936,22652972,22656720,22658732,22664561,22696820,22707985,22710854,22746333,22782781,22790889,22804601,22839046,22841104,22849792,22881376,22906977,22915650,	NCAM2
ENST00000284894	chr21	+	22370881	22910278	22370881	22910278	15	22370881,22664423,22696702,22707824,22710708,22746182,22782593,22790792,22804427,22838926,22840982,22849611,22881171,22906857,22910166,	22370936,22664561,22696820,22707985,22710854,22746333,22782781,22790889,22804601,22839046,22841104,22849792,22881376,22906977,22910278,	NCAM2
ENST00000535285	chr21	+	22519437	22757994	22582880	22757928	11	22519437,22582859,22652897,22656513,22658588,22664423,22696702,22707824,22710708,22746182,22757923,	22519569,22583010,22652972,22656720,22658732,22664561,22696820,22707985,22710854,22746333,22757994,	NCAM2
ENST00000461281	chr21	+	22662396	22710798	22710798	22710798	5	22662396,22664423,22696702,22707824,22710708,	22662471,22664561,22696820,22707985,22710798,	NCAM2
ENST00000452500	chr21	-	23305634	23348000	23348000	23348000	3	23305634,23345438,23347878,	23305919,23345561,23348000,	AP000472.3
ENST00000420255	chr21	-	23381476	23470778	23470778	23470778	6	23381476,23388618,23413538,23415263,23468847,23470631,	23381677,23388729,23413754,23415427,23468905,23470778,	AP000472.2
ENST00000444130	chr21	+	23582257	23793139	23793139	23793139	3	23582257,23585053,23793089,	23582563,23585132,23793139,	AP000705.7
ENST00000448063	chr21	-	25527483	25560655	25560655	25560655	3	25527483,25559583,25560612,	25528043,25559673,25560655,	AP000470.2
ENST00000416218	chr21	-	25676862	25693690	25693690	25693690	4	25676862,25679931,25680528,25693562,	25678482,25680072,25680646,25693690,	AP000469.2
ENST00000453784	chr21	+	25801053	25862621	25862621	25862621	6	25801053,25810566,25813482,25814108,25857936,25860426,	25801218,25810747,25813667,25814227,25857999,25862621,	AP000476.1
ENST00000415182	chr21	+	25801094	25920256	25920256	25920256	3	25801094,25902977,25918308,	25801218,25903081,25920256,	AP000476.1
ENST00000444178	chr21	-	26310744	26365129	26365129	26365129	2	26310744,26365014,	26310938,26365129,	AP000146.2
ENST00000409758	chr21	-	26541744	26706139	26706139	26706139	4	26541744,26543070,26547554,26706050,	26542063,26543220,26547759,26706139,	AP000233.4
ENST00000354828	chr21	+	27106880	27144771	27113909	27141543	10	27106880,27113883,27117520,27121346,27124299,27130320,27134622,27136520,27136905,27141314,	27107381,27113986,27117665,27121431,27124545,27130515,27134676,27136661,27137098,27144771,	GABPA
ENST00000400075	chr21	+	27107694	27144771	27113909	27141543	10	27107694,27113883,27117520,27121346,27124299,27130320,27134622,27136520,27136905,27141314,	27107889,27113986,27117665,27121431,27124545,27130515,27134676,27136661,27137098,27144771,	GABPA
ENST00000448850	chr21	-	27317838	27462377	27318228	27462377	11	27317838,27326903,27327940,27347382,27348266,27354656,27372329,27394155,27423315,27425551,27462258,	27318290,27327003,27328069,27347541,27348341,27354790,27372497,27394358,27423509,27425664,27462377,	APP
ENST00000415997	chr21	-	27347502	27423348	27347502	27423348	6	27347502,27348266,27354656,27369674,27394155,27423315,	27347541,27348341,27354790,27369731,27394358,27423348,	APP
ENST00000491395	chr21	-	27369502	27423334	27423334	27423334	4	27369502,27372329,27394155,27423315,	27369731,27372497,27394358,27423334,	APP
ENST00000474136	chr21	-	27381910	27543064	27543064	27543064	7	27381910,27394155,27423315,27425551,27462258,27484295,27542881,	27382228,27394358,27423509,27425664,27462388,27484463,27543064,	APP
ENST00000466453	chr21	-	27484301	27541747	27541747	27541747	2	27484301,27541535,	27484463,27541747,	APP
ENST00000429340	chr21	+	27750870	27843421	27843421	27843421	6	27750870,27754843,27759319,27760042,27842878,27843069,	27751023,27754915,27759377,27760101,27842965,27843421,	AP001596.6
ENST00000452460	chr21	+	27760044	27790406	27790406	27790406	4	27760044,27785370,27789028,27790261,	27760101,27785585,27789255,27790406,	AP001596.6
ENST00000421771	chr21	+	27762454	27844017	27844017	27844017	2	27762454,27843069,	27762584,27844017,	AP001596.6
ENST00000414486	chr21	+	27765953	27890912	27890912	27890912	4	27765953,27875900,27878885,27890840,	27766016,27876021,27879051,27890912,	AP001597.1
ENST00000357401	chr21	+	27778261	27941571	27941571	27941571	4	27778261,27875900,27922637,27940275,	27778447,27876021,27924446,27941571,	AP001597.1
ENST00000299340	chr21	-	27838527	27945603	27840819	27945259	4	27838527,27852590,27938584,27945186,	27840950,27852748,27938687,27945603,	CYYR1
ENST00000435845	chr21	-	27840486	27945603	27937125	27945583	5	27840486,27852590,27936977,27938584,27945186,	27840953,27852748,27937144,27938687,27945603,	CYYR1
ENST00000400043	chr21	-	27850289	27945495	27850389	27945259	4	27850289,27852590,27938584,27945186,	27850454,27852748,27938687,27945495,	CYYR1
ENST00000411460	chr21	+	29094697	29123552	29123552	29123552	4	29094697,29115711,29118136,29123390,	29094732,29115823,29118351,29123552,	LINC00113
ENST00000425376	chr21	+	29094716	29123552	29123552	29123552	4	29094716,29115711,29118136,29123390,	29094732,29115823,29118355,29123552,	LINC00113
ENST00000442550	chr21	+	29097117	29123552	29123552	29123552	4	29097117,29115711,29118136,29123390,	29097200,29115823,29118351,29123552,	LINC00113
ENST00000426534	chr21	+	29420732	29509930	29509930	29509930	5	29420732,29474868,29502848,29507632,29509008,	29420856,29475088,29502941,29508027,29509930,	AL035610.1
ENST00000453420	chr21	-	29488412	29600986	29600986	29600986	6	29488412,29535920,29542396,29584558,29598202,29600680,	29492193,29536036,29542462,29584667,29598310,29600986,	AL035610.2
ENST00000433310	chr21	-	29811666	30047170	30047170	30047170	5	29811666,29818610,29949540,29998906,30046968,	29817130,29818793,29949702,29998998,30047170,	AF131217.1
ENST00000430247	chr21	-	29816869	29998926	29998926	29998926	5	29816869,29818610,29855277,29949596,29998906,	29817130,29818793,29855390,29949702,29998926,	AF131217.1
ENST00000545939	chr21	+	30449811	30547751	30481452	30547213	9	30449811,30458133,30463821,30463988,30464759,30481360,30521509,30532261,30547032,	30450034,30458238,30463897,30464082,30464902,30481504,30521571,30532377,30547751,	MAP3K7CL
ENST00000286791	chr21	+	30449953	30548208	30458181	30505694	9	30449953,30458133,30463821,30463988,30464759,30505626,30521509,30532261,30547032,	30450034,30458238,30463897,30464082,30464902,30505735,30521571,30532377,30548208,	MAP3K7CL
ENST00000399934	chr21	+	30449953	30548210	30505665	30547213	9	30449953,30458133,30463821,30463988,30464759,30505626,30521509,30532261,30547032,	30450034,30458238,30463897,30464082,30464902,30505735,30521571,30532377,30548210,	MAP3K7CL
ENST00000399935	chr21	+	30449953	30548210	30505665	30547213	10	30449953,30458133,30463821,30463988,30464759,30503115,30505626,30521509,30532261,30547032,	30450034,30458238,30463897,30464082,30464902,30503244,30505735,30521571,30532377,30548210,	MAP3K7CL
ENST00000341618	chr21	+	30449953	30548210	30458181	30547213	8	30449953,30458133,30463821,30463988,30464759,30521509,30532261,30547032,	30450034,30458238,30463897,30464082,30464902,30521571,30532377,30548210,	MAP3K7CL
ENST00000399947	chr21	+	30452872	30548210	30458181	30547213	9	30452872,30457392,30458133,30463821,30463988,30464759,30521509,30532261,30547032,	30453029,30457464,30458238,30463897,30464082,30464902,30521571,30532377,30548210,	MAP3K7CL
ENST00000339024	chr21	+	30464574	30548210	30505665	30547213	7	30464574,30481360,30503115,30505626,30521509,30532261,30547032,	30464902,30481504,30503244,30505735,30521571,30532377,30548210,	MAP3K7CL
ENST00000460883	chr21	+	30494375	30547350	30547350	30547350	4	30494375,30521509,30532261,30547032,	30494534,30521571,30532377,30547350,	MAP3K7CL
ENST00000399928	chr21	+	30502805	30548210	30505665	30547213	5	30502805,30505626,30521509,30532261,30547032,	30503244,30505735,30521571,30532377,30548210,	MAP3K7CL
ENST00000399926	chr21	+	30502958	30547335	30505665	30547213	6	30502958,30503115,30505626,30521509,30532261,30547032,	30502988,30503244,30505735,30521571,30532377,30547335,	MAP3K7CL
ENST00000399925	chr21	+	30503281	30547347	30505665	30547213	5	30503281,30505626,30521509,30532261,30547032,	30503371,30505735,30521571,30532377,30547347,	MAP3K7CL
ENST00000451489	chr21	+	30503577	30547066	30505665	30547066	5	30503577,30505626,30521509,30532261,30547032,	30503812,30505735,30521571,30532377,30547066,	MAP3K7CL
ENST00000470800	chr21	+	30517879	30547540	30547540	30547540	4	30517879,30521509,30532261,30547032,	30518028,30521571,30532377,30547540,	MAP3K7CL
ENST00000548219	chr21	+	30566391	30693676	30693601	30693676	2	30566391,30693541,	30566581,30693676,	BACH1
ENST00000546469	chr21	+	30566467	30693676	30693601	30693676	4	30566467,30660304,30677519,30693541,	30566581,30660416,30677643,30693676,	BACH1
ENST00000547141	chr21	+	30566467	30693676	30693601	30693676	3	30566467,30591181,30693541,	30566581,30591247,30693676,	BACH1
ENST00000550131	chr21	+	30566467	30693676	30693601	30693676	3	30566467,30642677,30693541,	30566581,30642777,30693676,	BACH1
ENST00000422809	chr21	+	30699449	31003071	30699449	31002876	5	30699449,30701807,30954631,30969889,31002858,	30699714,30702014,30954671,30970014,31003071,	BACH1
ENST00000468059	chr21	+	30699596	31003071	30699596	30969979	4	30699596,30701807,30969889,31002858,	30699714,30702014,30970014,31003071,	BACH1
ENST00000399914	chr21	-	30909253	31312340	30909550	31311818	17	30909253,30910118,30927372,30933944,30949283,30953744,30959685,30961158,30963431,30971149,31015145,31023437,31027129,31045302,31062047,31066214,31311700,	30909706,30910205,30927623,30934170,30949501,30953863,30959909,30961362,30963545,30971257,31015289,31023611,31027183,31045484,31062305,31066382,31312340,	GRIK1
ENST00000399913	chr21	-	30909253	31311992	30909550	31311818	17	30909253,30927372,30933944,30949283,30953744,30959685,30961158,30963431,30968845,30971149,31015145,31023437,31027129,31045302,31062047,31066214,31311700,	30909706,30927623,30934170,30949501,30953863,30959909,30961362,30963545,30968890,30971257,31015289,31023611,31027183,31045484,31062305,31066382,31311992,	GRIK1
ENST00000389125	chr21	-	30909253	31311943	30909550	31311818	16	30909253,30927372,30933944,30949283,30953744,30959685,30961158,30963431,30971149,31015145,31023437,31027129,31045302,31062047,31066214,31311700,	30909706,30927623,30934170,30949501,30953863,30959909,30961362,30963545,30971257,31015289,31023611,31027183,31045484,31062305,31066382,31311943,	GRIK1
ENST00000327783	chr21	-	30909253	31311850	30909550	31311818	18	30909253,30910118,30927372,30933944,30949283,30953744,30959685,30961158,30963431,30968845,30971149,31015145,31023437,31027129,31045302,31062047,31066214,31311700,	30909706,30910205,30927623,30934170,30949501,30953863,30959909,30961362,30963545,30968890,30971257,31015289,31023611,31027183,31045484,31062305,31066382,31311850,	GRIK1
ENST00000535441	chr21	-	30909550	31311818	30909550	31311818	18	30909550,30927372,30933944,30949283,30953744,30959685,30961158,30963431,30968845,30971149,30973547,31015141,31023437,31027129,31045302,31062047,31066214,31311700,	30909706,30927623,30934170,30949501,30953863,30959909,30961362,30963545,30968890,30971257,30973549,31015289,31023611,31027183,31045484,31062305,31066382,31311818,	GRIK1
